employer,employer_url,ats,search_term,job_title,job_url,captured_at
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Skip to main content,https://careers.unitedhealthgroup.com/search-jobs/research/34088/1#content,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Blogs,https://www.unitedhealthgroup.com/careers/en/job-seeker-resources/blog.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Job seeker resources,https://www.unitedhealthgroup.com/careers/ph/job-seeker-resources.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Login,https://uhg.taleo.net/careersection/10000/mysubmissions.ftl?lang=en,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Bookmarked jobs ( 0 ),https://careers.unitedhealthgroup.com/saved-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Join our talent community,https://www.unitedhealthgroup.com/careers/en/job-seeker-resources/join-our-talent-community.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Clinical ›,https://careers.unitedhealthgroup.com/search-jobs/research/34088/1,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Corporate and business operations ›,https://careers.unitedhealthgroup.com/search-jobs/research/34088/1,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Customer and support services ›,https://careers.unitedhealthgroup.com/search-jobs/research/34088/1,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Early careers›,https://careers.unitedhealthgroup.com/early-careers-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Sales and account management ›,https://careers.unitedhealthgroup.com/search-jobs/research/34088/1,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Technology and data›,https://careers.unitedhealthgroup.com/search-jobs/research/34088/1,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Physicians,https://careers.unitedhealthgroup.com/physicians-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Advanced practice clinicians,https://careers.unitedhealthgroup.com/advanced-practice-clinicians-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Pharmacy,https://careers.unitedhealthgroup.com/pharmacy-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Behavioral health,https://careers.unitedhealthgroup.com/behavior-health-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Nursing,https://careers.unitedhealthgroup.com/nursing-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Medical coding,https://careers.unitedhealthgroup.com/medical-coding-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Clinical support,https://careers.unitedhealthgroup.com/search-jobs/research/34088/1,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Culture of Belonging,https://www.unitedhealthgroup.com/careers/en/life/culture.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Employee Benefits,https://www.unitedhealthgroup.com/careers/en/life/benefits.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Blog,https://www.unitedhealthgroup.com/careers/en/job-seeker-resources/blog.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Administrative support,https://careers.unitedhealthgroup.com/admin-support-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Consulting,https://careers.unitedhealthgroup.com/consulting-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Finance and business analytics,https://careers.unitedhealthgroup.com/finance-business-analytics-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Legal and compliance,https://careers.unitedhealthgroup.com/legal-and-compliance-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Marketing and communications,https://careers.unitedhealthgroup.com/marketing-and-communications-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,People team,https://careers.unitedhealthgroup.com/people-team-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Project management,https://careers.unitedhealthgroup.com/project-management-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Billing,https://careers.unitedhealthgroup.com/billing-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Claims,https://careers.unitedhealthgroup.com/claims-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Customer Service,https://careers.unitedhealthgroup.com/customer-service-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Data entry,https://careers.unitedhealthgroup.com/data-entry-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Early careers,https://careers.unitedhealthgroup.com/early-careers-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Account management,https://careers.unitedhealthgroup.com/account-management-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Sales,https://careers.unitedhealthgroup.com/sales-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Sales management,https://careers.unitedhealthgroup.com/sales-management-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Artificial intelligence,https://careers.unitedhealthgroup.com/ai-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Architecture,https://careers.unitedhealthgroup.com/architecture-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Business systems analysis,https://careers.unitedhealthgroup.com/business-systems-analysis-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Data analytics,https://careers.unitedhealthgroup.com/data-analytics-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Data engineering,https://careers.unitedhealthgroup.com/data-engineering-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Data science,https://careers.unitedhealthgroup.com/data-science-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Network infrastructure,https://careers.unitedhealthgroup.com/network-infrastructure-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Product management & development,https://careers.unitedhealthgroup.com/pm-management-development-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Security and risk,https://careers.unitedhealthgroup.com/security-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Software engineering,https://careers.unitedhealthgroup.com/software-engineering-jobs,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Military Fellowship Program,https://www.unitedhealthgroup.com/careers/en/life/military.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Culture of Belonging,https://www.unitedhealthgroup.com/careers/ie-uk/life/culture.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Employee Benefits,https://www.unitedhealthgroup.com/careers/ie-uk/life/benefits.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Culture of Belonging,https://www.unitedhealthgroup.com/careers/in/life/culture.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Employee Benefits,https://www.unitedhealthgroup.com/careers/in/life/benefits.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Culture of Belonging,https://www.unitedhealthgroup.com/careers/ph/life/culture-of-belonging.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Employee Benefits,https://www.unitedhealthgroup.com/careers/ph/life/employee-benefits.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Search JobsOpen search form,https://careers.unitedhealthgroup.com/search-jobs/research/34088/1#search-form-fields,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Explore remote jobs,https://careers.unitedhealthgroup.com/remote,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"Principal Research Data Scientist - Remote 2365455 | Eden Prairie, MN | Remote",https://careers.unitedhealthgroup.com/job/eden-prairie/principal-research-data-scientist-remote/34088/95338507728,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"Senior UX CX Designer - UX Researcher 2369837 | Noida, Uttar Pradesh",https://careers.unitedhealthgroup.com/job/noida/senior-ux-cx-designer-ux-researcher/34088/96242209568,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"UX Research Lab Technician - Part Time - Hybrid in Eden Prairie MN 2363244 | Eden Prairie, MN",https://careers.unitedhealthgroup.com/job/eden-prairie/ux-research-lab-technician-part-time-hybrid-in-eden-prairie-mn/34088/95905657904,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"Senior UX CX Designer 2369818 | Noida, Uttar Pradesh",https://careers.unitedhealthgroup.com/job/noida/senior-ux-cx-designer/34088/96239798400,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"UX Design Architect 2359276 | Hyderabad, Telangana",https://careers.unitedhealthgroup.com/job/hyderabad/ux-design-architect/34088/94756681904,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"Lead AI/ML Engineer 2330039 | Hyderabad, Telangana",https://careers.unitedhealthgroup.com/job/hyderabad/lead-ai-ml-engineer/34088/92872102800,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"Sr AI/ML Scientist - Remote 2346721 | Eden Prairie, MN | Remote",https://careers.unitedhealthgroup.com/job/eden-prairie/sr-ai-ml-scientist-remote/34088/93772998176,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"Director, Client Scientific Solutions - Remote 2353893 | Eden Prairie, MN | Remote",https://careers.unitedhealthgroup.com/job/eden-prairie/director-client-scientific-solutions-remote/34088/93419929888,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"Senior AI/ML Applied Scientist - Remote 2368475 | Bellevue, WA | Remote",https://careers.unitedhealthgroup.com/job/bellevue/senior-ai-ml-applied-scientist-remote/34088/96605178880,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"AI/ML Engineer 2357845 | Bengaluru, Karnataka",https://careers.unitedhealthgroup.com/job/bengaluru/ai-ml-engineer/34088/93984178272,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"Senior Healthcare Data Consultant, Quality Measurement - Remote 2360850 | Washington D.C., DC | Remote",https://careers.unitedhealthgroup.com/job/washington-d-c/senior-healthcare-data-consultant-quality-measurement-remote/34088/94780654672,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"Lead Product Manager, AI Market and Competitive Intelligence - Remote 2372040 | Minnetonka, MN | Remote",https://careers.unitedhealthgroup.com/job/minnetonka/lead-product-manager-ai-market-and-competitive-intelligence-remote/34088/96651934336,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"Data Analyst 2369284 | Noida, Uttar Pradesh",https://careers.unitedhealthgroup.com/job/noida/data-analyst/34088/96625255664,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"Junior Sales & Business Development Executive 2355503 | Mitcheldean, England",https://careers.unitedhealthgroup.com/job/mitcheldean/junior-sales-and-business-development-executive/34088/94488460592,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,"Lead AI/ML Software Engineer - Remote 2366936 | Eden Prairie, MN | Remote",https://careers.unitedhealthgroup.com/job/eden-prairie/lead-ai-ml-software-engineer-remote/34088/96577496768,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Next,https://careers.unitedhealthgroup.com/search-jobs/research/34088/1&p=2,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Learn more,https://www.unitedhealthgroup.com/careers/en/life/benefits.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Learn more about our benefits,https://www.unitedhealthgroup.com/careers/en/life/benefits.html,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Do not sell or share my personal information,https://careers.unitedhealthgroup.com/cookie-management,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Social responsibility,https://careers.unitedhealthgroup.com/search-jobs/research/34088/1,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Fraudulent activity,https://careers.unitedhealthgroup.com/search-jobs/research/34088/1,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Cookie management,https://careers.unitedhealthgroup.com/cookie-management,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Site map,https://careers.unitedhealthgroup.com/sitemap,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,research,Health Plan Notices (PDF),https://tbcdn.talentbrew.com/company/34088/v1/document/health-plan-notices-2022.pdf,2026-06-21T20:54:22.576479+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,Skip to main content,https://careers.unitedhealthgroup.com/search-jobs/data/34088/1#content,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,Clinical ›,https://careers.unitedhealthgroup.com/search-jobs/data/34088/1,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,Corporate and business operations ›,https://careers.unitedhealthgroup.com/search-jobs/data/34088/1,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,Customer and support services ›,https://careers.unitedhealthgroup.com/search-jobs/data/34088/1,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,Sales and account management ›,https://careers.unitedhealthgroup.com/search-jobs/data/34088/1,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,Technology and data›,https://careers.unitedhealthgroup.com/search-jobs/data/34088/1,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,Clinical support,https://careers.unitedhealthgroup.com/search-jobs/data/34088/1,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,Search JobsOpen search form,https://careers.unitedhealthgroup.com/search-jobs/data/34088/1#search-form-fields,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,"Associate Manager Data Analyst - Data Bricks 2359924 | Hyderabad, Telangana",https://careers.unitedhealthgroup.com/job/hyderabad/associate-manager-data-analyst-data-bricks/34088/94987945040,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,"Data Analyst 2364913 | Makati City, Metro Manila",https://careers.unitedhealthgroup.com/job/makati-city/data-analyst/34088/95284594048,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,"Data Scientist 2359933 | Noida, Uttar Pradesh",https://careers.unitedhealthgroup.com/job/noida/data-scientist/34088/95612494384,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,"Senior Data Analyst 2339007 | Dublin, Leinster",https://careers.unitedhealthgroup.com/job/dublin/senior-data-analyst/34088/92872099808,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,"Senior Data Scientist 2363622 | Hyderabad, Telangana",https://careers.unitedhealthgroup.com/job/hyderabad/senior-data-scientist/34088/96158752960,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,"Data Analyst 2 2360929 | Noida, Uttar Pradesh",https://careers.unitedhealthgroup.com/job/noida/data-analyst-2/34088/96228141744,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,"Data Analyst 2 2360920 | Hyderabad, Telangana",https://careers.unitedhealthgroup.com/job/hyderabad/data-analyst-2/34088/96228141552,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,Senior Data Analyst 2359454 | India,https://careers.unitedhealthgroup.com/job/india/senior-data-analyst/34088/96228141344,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,"Data Analyst 2 2360940 | Chennai, Tamil Nadu",https://careers.unitedhealthgroup.com/job/chennai/data-analyst-2/34088/96228141216,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,"Senior Data Analyst 2360928 | Noida, Uttar Pradesh",https://careers.unitedhealthgroup.com/job/noida/senior-data-analyst/34088/96228141072,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,"Senior Data Analyst 2360919 | Hyderabad, Telangana",https://careers.unitedhealthgroup.com/job/hyderabad/senior-data-analyst/34088/96228140960,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,Senior Data Analyst 2360939 | India,https://careers.unitedhealthgroup.com/job/india/senior-data-analyst/34088/96228140928,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,"Principal Data Scientist 2351770 | Dublin, Leinster",https://careers.unitedhealthgroup.com/job/dublin/principal-data-scientist/34088/93943132352,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,"Principal Data Scientist 2366550 | Eden Prairie, MN | Remote",https://careers.unitedhealthgroup.com/job/eden-prairie/principal-data-scientist/34088/96405447344,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,Next,https://careers.unitedhealthgroup.com/search-jobs/data/34088/1&p=2,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,Social responsibility,https://careers.unitedhealthgroup.com/search-jobs/data/34088/1,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,data,Fraudulent activity,https://careers.unitedhealthgroup.com/search-jobs/data/34088/1,2026-06-21T20:54:33.537384+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,Skip to main content,https://careers.unitedhealthgroup.com/search-jobs/epidemiology/34088/1#content,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,Clinical ›,https://careers.unitedhealthgroup.com/search-jobs/epidemiology/34088/1,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,Corporate and business operations ›,https://careers.unitedhealthgroup.com/search-jobs/epidemiology/34088/1,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,Customer and support services ›,https://careers.unitedhealthgroup.com/search-jobs/epidemiology/34088/1,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,Sales and account management ›,https://careers.unitedhealthgroup.com/search-jobs/epidemiology/34088/1,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,Technology and data›,https://careers.unitedhealthgroup.com/search-jobs/epidemiology/34088/1,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,Clinical support,https://careers.unitedhealthgroup.com/search-jobs/epidemiology/34088/1,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,Search JobsOpen search form,https://careers.unitedhealthgroup.com/search-jobs/epidemiology/34088/1#search-form-fields,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,"Family Practice / Internal Medicine Physician | Optum Las Vegas, NV 2371858 | Las Vegas, NV",https://careers.unitedhealthgroup.com/job/las-vegas/family-practice-internal-medicine-physician-optum-las-vegas-nv/34088/96564931872,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,"Outpatient Clinic Physician - Adult Medicine (FM/IM) 2358887 | Las Vegas, NV",https://careers.unitedhealthgroup.com/job/las-vegas/outpatient-clinic-physician-adult-medicine-fm-im/34088/96357333120,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,"Physician (Family Practice / Internal Medicine), Outpatient Clinic - Optum Care Nevada 2358884 | Las Vegas, NV",https://careers.unitedhealthgroup.com/job/las-vegas/physician-family-practice-internal-medicine-outpatient-clinic-optum-care-nevada/34088/95645665984,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,"Adult Medicine Physician - Value Based Outpatient Care, Optum Care Nevada 2366579 | Las Vegas, NV",https://careers.unitedhealthgroup.com/job/las-vegas/adult-medicine-physician-value-based-outpatient-care-optum-care-nevada/34088/95431208048,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,"Senior Medical Director of Clinical Program Governance and Standardization - Remote 2366885 | Minnetonka, MN | Remote",https://careers.unitedhealthgroup.com/job/minnetonka/senior-medical-director-of-clinical-program-governance-and-standardization-remote/34088/96264800320,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,"Infection Preventionist 2370555 | Worcester, MA | Atrius Health",https://careers.unitedhealthgroup.com/job/worcester/infection-preventionist/34088/96301356832,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,"Oncology Advanced Practice Provider NP / PA - Relocation Package Available 2302468 | Las Vegas, NV",https://careers.unitedhealthgroup.com/job/las-vegas/oncology-advanced-practice-provider-np-pa-relocation-package-available/34088/92872097008,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,Social responsibility,https://careers.unitedhealthgroup.com/search-jobs/epidemiology/34088/1,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,epidemiology,Fraudulent activity,https://careers.unitedhealthgroup.com/search-jobs/epidemiology/34088/1,2026-06-21T20:54:43.869882+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,HEOR,Skip to main content,https://careers.unitedhealthgroup.com/search-jobs/HEOR/34088/1#content,2026-06-21T20:54:49.557607+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,HEOR,Clinical ›,https://careers.unitedhealthgroup.com/search-jobs/HEOR/34088/1,2026-06-21T20:54:49.557607+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,HEOR,Corporate and business operations ›,https://careers.unitedhealthgroup.com/search-jobs/HEOR/34088/1,2026-06-21T20:54:49.557607+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,HEOR,Customer and support services ›,https://careers.unitedhealthgroup.com/search-jobs/HEOR/34088/1,2026-06-21T20:54:49.557607+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,HEOR,Sales and account management ›,https://careers.unitedhealthgroup.com/search-jobs/HEOR/34088/1,2026-06-21T20:54:49.557607+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,HEOR,Technology and data›,https://careers.unitedhealthgroup.com/search-jobs/HEOR/34088/1,2026-06-21T20:54:49.557607+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,HEOR,Clinical support,https://careers.unitedhealthgroup.com/search-jobs/HEOR/34088/1,2026-06-21T20:54:49.557607+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,HEOR,Search JobsOpen search form,https://careers.unitedhealthgroup.com/search-jobs/HEOR/34088/1#search-form-fields,2026-06-21T20:54:49.557607+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,HEOR,"Director, PBM Drug Trend Intelligence 2347458 | Eden Prairie, MN | Remote",https://careers.unitedhealthgroup.com/job/eden-prairie/director-pbm-drug-trend-intelligence/34088/92872139856,2026-06-21T20:54:49.557607+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,HEOR,Social responsibility,https://careers.unitedhealthgroup.com/search-jobs/HEOR/34088/1,2026-06-21T20:54:49.557607+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,HEOR,Fraudulent activity,https://careers.unitedhealthgroup.com/search-jobs/HEOR/34088/1,2026-06-21T20:54:49.557607+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,medical writer,Skip to main content,https://careers.unitedhealthgroup.com/search-jobs/medical%20writer/34088/1#content,2026-06-21T20:54:57.091925+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,medical writer,Clinical ›,https://careers.unitedhealthgroup.com/search-jobs/medical%20writer/34088/1,2026-06-21T20:54:57.091925+00:00
Change Healthcare,https://careers.unitedhealthgroup.com/,Workday,medical writer,Corporate and business operations ›,https://careers.unitedhealthgroup.com/search-jobs/medical%20writer/34088/1,2026-06-21T20:54:57.091925+00:00
